UNITID,XLINE_10,LINE_10,XLINE_45,LINE_45,XLINE_50,LINE_50,XLINE_55,LINE_55,XLINE_11,LINE_11,XLINE_30,LINE_30,XLINE_51,LINE_51,XLINE_52,LINE_52,XPGLIN10,PGLIN10,XPGLIN45,PGLIN45,XPGLIN50,PGLIN50,XPGLIN11,PGLIN11,XSSLIN10,SSLIN10,XSSLIN45,SSLIN45,XSSLIN50,SSLIN50,XSSLIN11,SSLIN11,XNRLIN10,NRLIN10,XNRLIN45,NRLIN45,XNRLIN50,NRLIN50,XNRLIN11,NRLIN11 
211334,"R",36,"R",0,"R",36,"R",3,"R",30,"R",0,"R",0,"R",6,"R",26,"Z",0,"R",26,"R",26,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",4
212230,"R",32,"R",0,"R",32,"R",0,"R",18,"R",0,"R",0,"R",14,"R",24,"Z",0,"R",24,"R",12,"R",5,"Z",0,"R",5,"R",4,"R",3,"Z",0,"R",3,"R",2
212267,"R",46,"R",0,"R",46,"R",0,"R",20,"R",0,"R",1,"R",25,"R",34,"Z",0,"R",34,"R",12,"R",9,"Z",0,"R",9,"R",6,"R",3,"Z",0,"R",3,"R",2
212276,"R",47,"R",0,"R",47,"R",0,"R",27,"R",0,"R",0,"R",20,"R",37,"Z",0,"R",37,"R",19,"R",6,"Z",0,"R",6,"R",4,"R",4,"Z",0,"R",4,"R",4
212294,"R",33,"R",0,"R",33,"R",0,"R",21,"R",0,"R",0,"R",12,"R",25,"Z",0,"R",25,"R",13,"R",4,"Z",0,"R",4,"R",4,"R",4,"Z",0,"R",4,"R",4
212300,"R",28,"R",0,"R",28,"R",0,"R",22,"R",0,"R",0,"R",6,"R",22,"Z",0,"R",22,"R",17,"R",3,"Z",0,"R",3,"R",2,"R",3,"Z",0,"R",3,"R",3
212328,"R",43,"R",0,"R",43,"R",0,"R",28,"R",0,"R",0,"R",15,"R",37,"Z",0,"R",37,"R",24,"R",4,"Z",0,"R",4,"R",3,"R",2,"Z",0,"R",2,"R",1
212337,"R",67,"R",0,"R",67,"R",0,"R",28,"R",0,"R",0,"R",39,"R",62,"Z",0,"R",62,"R",27,"R",3,"Z",0,"R",3,"R",1,"R",2,"Z",0,"R",2,"R",0
212355,"R",77,"R",0,"R",77,"R",1,"R",47,"R",0,"R",1,"R",29,"R",51,"Z",0,"R",51,"R",27,"R",15,"Z",0,"R",15,"R",9,"R",11,"Z",0,"R",11,"R",11
212382,"R",53,"R",0,"R",53,"R",0,"R",28,"R",0,"R",0,"R",25,"R",43,"Z",0,"R",43,"R",20,"R",8,"Z",0,"R",8,"R",7,"R",2,"Z",0,"R",2,"R",1
212391,"R",48,"R",0,"R",48,"R",0,"R",32,"R",0,"R",0,"R",16,"R",42,"Z",0,"R",42,"R",27,"R",4,"Z",0,"R",4,"R",3,"R",2,"Z",0,"R",2,"R",2
212753,"R",75,"R",0,"R",75,"R",0,"R",51,"R",0,"R",0,"R",24,"R",67,"Z",0,"R",67,"R",44,"R",4,"Z",0,"R",4,"R",3,"R",4,"Z",0,"R",4,"R",4
213215,"R",131,"R",0,"R",131,"R",13,"R",76,"R",0,"R",0,"R",55,"R",81,"Z",0,"R",81,"R",41,"R",8,"Z",0,"R",8,"R",7,"R",42,"Z",0,"R",42,"R",28
213330,"R",21,"R",0,"R",21,"R",3,"R",18,"R",0,"R",0,"R",3,"R",6,"Z",0,"R",6,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",15,"Z",0,"R",15,"R",12
213455,"R",93,"R",0,"R",93,"R",67,"R",74,"R",0,"R",1,"R",18,"R",23,"Z",0,"R",23,"R",23,"R",31,"Z",0,"R",31,"R",31,"R",39,"Z",0,"R",39,"R",20
213491,"R",11,"R",0,"R",11,"R",0,"R",3,"R",0,"R",6,"R",2,"R",4,"Z",0,"R",4,"R",0,"R",2,"Z",0,"R",2,"R",0,"R",5,"Z",0,"R",5,"R",3
213552,"R",46,"Z",0,"R",46,"R",36,"R",38,"R",0,"R",2,"R",6,"R",38,"Z",0,"R",38,"R",36,"R",3,"Z",0,"R",3,"R",2,"R",5,"Z",0,"R",5,"R",0
214476,"R",5,"Z",0,"R",5,"R",1,"R",4,"R",0,"R",1,"R",0,"R",1,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",3,"Z",0,"R",3,"R",2
215044,"R",41,"R",0,"R",41,"R",28,"R",33,"R",0,"R",0,"R",8,"R",17,"Z",0,"R",17,"R",15,"R",8,"Z",0,"R",8,"R",6,"R",16,"Z",0,"R",16,"R",12
215336,"R",32,"Z",0,"R",32,"R",29,"R",29,"Z",0,"Z",0,"R",3,"R",29,"Z",0,"R",29,"R",29,"R",3,"Z",0,"R",3,"R",0,"R",0,"Z",0,"R",0,"R",0
215530,"R",28,"R",0,"R",28,"R",23,"R",23,"R",0,"R",0,"R",5,"R",16,"Z",0,"R",16,"R",13,"R",7,"Z",0,"R",7,"R",5,"R",5,"Z",0,"R",5,"R",5
215886,"R",70,"R",3,"R",67,"R",65,"R",65,"R",0,"R",0,"R",2,"R",28,"R",1,"R",27,"R",27,"R",22,"R",2,"R",20,"R",20,"R",20,"R",0,"R",20,"R",18
215983,"R",13,"R",0,"R",13,"R",2,"R",11,"R",0,"R",2,"R",0,"R",5,"Z",0,"R",5,"R",5,"R",4,"Z",0,"R",4,"R",2,"R",4,"Z",0,"R",4,"R",4
216074,"R",111,"R",0,"R",111,"R",110,"R",110,"R",0,"R",0,"R",1,"R",5,"Z",0,"R",5,"R",5,"R",5,"Z",0,"R",5,"R",5,"R",101,"Z",0,"R",101,"R",100
216223,"R",55,"R",0,"R",55,"R",34,"R",42,"R",0,"R",0,"R",13,"R",49,"Z",0,"R",49,"R",38,"R",5,"Z",0,"R",5,"R",3,"R",1,"Z",0,"R",1,"R",1
216579,"R",75,"R",0,"R",75,"R",34,"R",47,"R",0,"R",6,"R",22,"R",37,"Z",0,"R",37,"R",12,"R",6,"Z",0,"R",6,"R",4,"R",32,"Z",0,"R",32,"R",31
216746,"R",75,"R",0,"R",75,"R",65,"R",67,"R",0,"R",0,"R",8,"R",25,"Z",0,"R",25,"R",20,"R",8,"Z",0,"R",8,"R",8,"R",42,"Z",0,"R",42,"R",39
217323,"R",571,"R",0,"R",571,"R",343,"R",416,"R",0,"R",0,"R",155,"R",485,"Z",0,"R",485,"R",374,"R",69,"Z",0,"R",69,"R",42,"R",17,"Z",0,"R",17,"R",0
217581,"R",29,"R",0,"R",29,"R",1,"R",20,"R",0,"R",0,"R",9,"R",24,"Z",0,"R",24,"R",16,"R",1,"Z",0,"R",1,"R",1,"R",4,"Z",0,"R",4,"R",3
217794,"R",72,"R",0,"R",72,"R",45,"R",52,"R",0,"R",6,"R",14,"R",53,"Z",0,"R",53,"R",45,"R",10,"Z",0,"R",10,"R",7,"R",9,"Z",0,"R",9,"R",0
217828,"R",59,"R",0,"R",59,"R",30,"R",36,"R",1,"R",0,"R",22,"R",49,"Z",0,"R",49,"R",29,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",7
218159,"R",22,"R",0,"R",22,"R",3,"R",16,"R",0,"R",0,"R",6,"R",16,"Z",0,"R",16,"R",12,"R",4,"Z",0,"R",4,"R",3,"R",2,"Z",0,"R",2,"R",1
218195,"R",25,"R",0,"R",25,"R",3,"R",13,"R",0,"R",0,"R",12,"R",19,"Z",0,"R",19,"R",9,"R",2,"Z",0,"R",2,"R",2,"R",4,"Z",0,"R",4,"R",2
218867,"R",12,"R",1,"R",11,"R",4,"R",5,"Z",0,"R",1,"R",5,"R",8,"R",0,"R",8,"R",3,"R",0,"R",0,"R",0,"R",0,"R",4,"R",1,"R",3,"R",2
219037,"R",42,"R",1,"R",41,"R",2,"R",13,"R",0,"R",0,"R",28,"R",23,"R",1,"R",22,"R",5,"R",8,"R",0,"R",8,"R",0,"R",11,"R",0,"R",11,"R",8
219453,"R",56,"R",0,"R",56,"R",15,"R",47,"R",0,"R",0,"R",9,"R",18,"Z",0,"R",18,"R",15,"R",27,"Z",0,"R",27,"R",23,"R",11,"Z",0,"R",11,"R",9
219587,"R",42,"R",0,"R",42,"R",29,"R",33,"R",0,"R",0,"R",9,"R",33,"Z",0,"R",33,"R",28,"R",6,"Z",0,"R",6,"R",4,"R",3,"Z",0,"R",3,"R",1
219851,"R",2,"R",0,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
220163,"R",18,"R",0,"R",18,"R",4,"R",16,"R",2,"Z",0,"R",0,"R",17,"Z",0,"R",17,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",0
220491,"R",30,"R",0,"R",30,"R",1,"R",14,"R",0,"R",0,"R",16,"R",22,"Z",0,"R",22,"R",10,"R",6,"Z",0,"R",6,"R",4,"R",2,"Z",0,"R",2,"R",0
220765,"R",192,"R",0,"R",192,"R",53,"R",99,"R",0,"R",0,"R",93,"R",137,"Z",0,"R",137,"R",76,"R",14,"Z",0,"R",14,"R",12,"R",41,"Z",0,"R",41,"R",11
221829,"R",152,"R",0,"R",152,"R",31,"R",122,"R",1,"R",0,"R",29,"R",61,"Z",0,"R",61,"R",49,"R",2,"Z",0,"R",2,"R",2,"R",89,"Z",0,"R",89,"R",71
223056,"R",54,"R",0,"R",54,"R",11,"R",35,"R",3,"R",2,"R",14,"R",31,"Z",0,"R",31,"R",21,"R",10,"Z",0,"R",10,"R",7,"R",13,"Z",0,"R",13,"R",7
223852,"R",44,"R",0,"R",44,"R",40,"R",41,"R",0,"R",0,"R",3,"R",41,"Z",0,"R",41,"R",39,"R",3,"Z",0,"R",3,"R",2,"R",0,"Z",0,"R",0,"R",0
224013,"R",17,"R",0,"R",17,"R",2,"R",7,"R",0,"R",0,"R",10,"R",8,"Z",0,"R",8,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",9,"Z",0,"R",9,"R",2
224156,"R",96,"R",0,"R",96,"R",15,"R",64,"R",0,"R",0,"R",32,"R",48,"Z",0,"R",48,"R",30,"R",23,"Z",0,"R",23,"R",15,"R",25,"Z",0,"R",25,"R",19
224758,"R",31,"R",0,"R",31,"R",2,"R",11,"R",5,"R",3,"R",12,"R",19,"Z",0,"R",19,"R",5,"R",1,"Z",0,"R",1,"R",1,"R",11,"Z",0,"R",11,"R",5
224828,"R",22,"R",0,"R",22,"R",2,"R",4,"R",0,"R",0,"R",18,"R",2,"Z",0,"R",2,"R",1,"R",4,"Z",0,"R",4,"R",3,"R",16,"Z",0,"R",16,"R",0
226125,"R",87,"R",0,"R",87,"R",18,"R",43,"R",0,"R",18,"R",26,"R",82,"Z",0,"R",82,"R",42,"R",0,"Z",0,"R",0,"R",0,"R",5,"Z",0,"R",5,"R",1
226860,"R",31,"R",0,"R",31,"R",14,"R",20,"R",0,"R",0,"R",11,"R",22,"Z",0,"R",22,"R",13,"R",0,"Z",0,"R",0,"R",0,"R",9,"Z",0,"R",9,"R",7
227058,"R",60,"R",0,"R",60,"R",5,"R",31,"R",0,"R",0,"R",29,"R",40,"Z",0,"R",40,"R",17,"R",3,"Z",0,"R",3,"R",2,"R",17,"Z",0,"R",17,"R",12
227155,"R",3,"R",0,"R",3,"R",3,"R",3,"R",0,"R",0,"R",0,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
227298,"R",141,"R",0,"R",141,"R",89,"R",108,"R",0,"R",0,"R",33,"R",92,"Z",0,"R",92,"R",77,"R",22,"Z",0,"R",22,"R",20,"R",27,"Z",0,"R",27,"R",11
227313,"R",198,"R",0,"R",198,"R",3,"R",114,"R",0,"R",0,"R",84,"R",166,"Z",0,"R",166,"R",96,"R",19,"Z",0,"R",19,"R",13,"R",13,"Z",0,"R",13,"R",5
227322,"R",194,"R",0,"R",194,"R",4,"R",136,"R",0,"R",0,"R",58,"R",132,"Z",0,"R",132,"R",87,"R",34,"Z",0,"R",34,"R",30,"R",28,"Z",0,"R",28,"R",19
228088,"R",27,"R",0,"R",27,"R",6,"R",22,"R",0,"R",0,"R",5,"R",22,"Z",0,"R",22,"R",18,"R",4,"Z",0,"R",4,"R",4,"R",1,"Z",0,"R",1,"R",0
228185,"R",25,"R",0,"R",25,"R",1,"R",19,"R",0,"R",4,"R",2,"R",25,"Z",0,"R",25,"R",19,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
228200,"R",276,"R",0,"R",276,"R",166,"R",187,"R",0,"R",0,"R",89,"R",171,"Z",0,"R",171,"R",125,"R",12,"Z",0,"R",12,"R",8,"R",93,"Z",0,"R",93,"R",54
228219,"R",250,"R",0,"R",250,"R",105,"R",129,"R",0,"R",0,"R",121,"R",131,"Z",0,"R",131,"R",70,"R",8,"Z",0,"R",8,"R",5,"R",111,"Z",0,"R",111,"R",54
228282,"R",128,"Z",0,"R",128,"R",84,"R",102,"R",4,"R",2,"R",20,"R",120,"Z",0,"R",120,"R",97,"R",5,"Z",0,"R",5,"R",4,"R",3,"Z",0,"R",3,"R",1
229425,"R",21,"R",0,"R",21,"R",1,"R",13,"R",2,"R",1,"R",5,"R",15,"Z",0,"R",15,"R",10,"R",6,"Z",0,"R",6,"R",3,"R",0,"Z",0,"R",0,"R",0
229522,"R",29,"R",0,"R",29,"R",2,"R",14,"R",0,"R",0,"R",15,"R",29,"Z",0,"R",29,"R",14,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
229656,"R",80,"R",0,"R",80,"R",4,"R",48,"R",0,"R",0,"R",32,"R",74,"Z",0,"R",74,"R",48,"R",2,"Z",0,"R",2,"R",0,"R",4,"Z",0,"R",4,"R",0
229957,"R",4,"R",0,"R",4,"R",2,"R",2,"R",0,"R",0,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",2
230065,"R",20,"R",0,"R",20,"R",8,"R",18,"R",1,"R",0,"R",1,"R",6,"Z",0,"R",6,"R",5,"R",0,"Z",0,"R",0,"R",0,"R",14,"Z",0,"R",14,"R",13
230144,"R",4,"R",0,"R",4,"R",3,"R",3,"R",0,"R",0,"R",1,"R",3,"Z",0,"R",3,"R",2,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
230162,"R",244,"R",1,"R",243,"R",148,"R",155,"Z",0,"R",2,"R",86,"R",1,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",243,"R",1,"R",242,"R",154
230214,"R",42,"R",0,"R",42,"R",2,"R",31,"R",0,"R",0,"R",11,"R",28,"Z",0,"R",28,"R",20,"R",9,"Z",0,"R",9,"R",7,"R",5,"Z",0,"R",5,"R",4
230490,"R",244,"R",6,"R",238,"R",42,"R",122,"R",12,"Z",0,"R",104,"R",49,"R",2,"R",47,"R",18,"R",0,"R",0,"R",0,"R",0,"R",195,"R",4,"R",191,"R",104
230676,"R",126,"R",0,"R",126,"R",95,"R",106,"R",0,"R",1,"R",19,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",123,"Z",0,"R",123,"R",103
231004,"R",32,"R",0,"R",32,"R",17,"R",24,"Z",0,"R",0,"R",8,"R",14,"Z",0,"R",14,"R",13,"R",10,"Z",0,"R",10,"R",10,"R",8,"Z",0,"R",8,"R",1
231280,"R",14,"R",0,"R",14,"R",0,"R",10,"R",0,"R",0,"R",4,"R",11,"Z",0,"R",11,"R",7,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",1
231688,"R",28,"R",0,"R",28,"R",13,"R",25,"R",0,"R",0,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",28,"Z",0,"R",28,"R",25
231721,"R",2,"R",0,"R",2,"R",1,"R",2,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",2,"Z",0,"R",2,"R",2
232919,"R",50,"R",0,"R",50,"R",34,"R",34,"R",0,"R",0,"R",16,"R",43,"Z",0,"R",43,"R",28,"R",5,"Z",0,"R",5,"R",5,"R",2,"Z",0,"R",2,"R",1
233286,"R",33,"R",0,"R",33,"R",1,"R",17,"R",0,"R",1,"R",15,"R",29,"Z",0,"R",29,"R",15,"R",3,"Z",0,"R",3,"R",2,"R",1,"Z",0,"R",1,"R",0
233666,"R",19,"R",0,"R",19,"R",0,"R",9,"R",0,"R",0,"R",10,"R",7,"Z",0,"R",7,"R",7,"R",2,"Z",0,"R",2,"R",2,"R",10,"Z",0,"R",10,"R",0
234119,"R",35,"R",0,"R",35,"R",23,"R",23,"R",0,"R",12,"R",0,"R",32,"Z",0,"R",32,"R",21,"R",2,"Z",0,"R",2,"R",2,"R",1,"Z",0,"R",1,"R",0
234924,"R",34,"R",0,"R",34,"R",4,"R",26,"R",0,"R",0,"R",8,"R",18,"Z",0,"R",18,"R",15,"R",10,"Z",0,"R",10,"R",7,"R",6,"Z",0,"R",6,"R",4
235088,"R",212,"R",0,"R",212,"R",170,"R",184,"R",0,"R",1,"R",27,"R",95,"Z",0,"R",95,"R",79,"R",77,"Z",0,"R",77,"R",73,"R",40,"Z",0,"R",40,"R",32
235158,"R",44,"R",0,"R",44,"R",25,"R",36,"R",0,"R",0,"R",8,"R",31,"Z",0,"R",31,"R",26,"R",5,"Z",0,"R",5,"R",5,"R",8,"Z",0,"R",8,"R",5
235307,"R",66,"R",0,"R",66,"R",0,"R",49,"R",0,"R",0,"R",17,"R",46,"Z",0,"R",46,"R",29,"R",13,"Z",0,"R",13,"R",13,"R",7,"Z",0,"R",7,"R",7
235352,"R",39,"R",0,"R",39,"R",21,"R",21,"R",0,"R",0,"R",18,"R",23,"Z",0,"R",23,"R",19,"R",16,"Z",0,"R",16,"R",2,"R",0,"Z",0,"R",0,"R",0
235501,"R",278,"R",0,"R",278,"R",225,"R",225,"R",0,"R",0,"R",53,"R",209,"Z",0,"R",209,"R",176,"R",31,"Z",0,"R",31,"R",22,"R",38,"Z",0,"R",38,"R",27
235583,"R",56,"R",0,"R",56,"R",2,"R",42,"R",0,"R",0,"R",14,"R",37,"Z",0,"R",37,"R",27,"R",5,"Z",0,"R",5,"R",4,"R",14,"Z",0,"R",14,"R",11
236744,"R",61,"R",0,"R",61,"R",42,"R",56,"R",0,"R",2,"R",3,"R",48,"Z",0,"R",48,"R",45,"R",2,"Z",0,"R",2,"R",0,"R",11,"Z",0,"R",11,"R",11
237127,"R",21,"R",0,"R",21,"R",0,"R",12,"R",0,"R",9,"R",0,"R",17,"Z",0,"R",17,"R",12,"R",0,"Z",0,"R",0,"R",0,"R",4,"Z",0,"R",4,"R",0
237145,"R",6,"R",0,"R",6,"R",6,"R",6,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",6,"Z",0,"R",6,"R",6
237172,"R",77,"R",1,"R",76,"R",57,"R",57,"R",0,"R",5,"R",14,"R",52,"R",1,"R",51,"R",50,"R",0,"R",0,"R",0,"R",0,"R",25,"R",0,"R",25,"R",7
237242,"R",28,"R",0,"R",28,"R",21,"R",21,"R",0,"R",7,"R",0,"R",21,"Z",0,"R",21,"R",17,"R",0,"Z",0,"R",0,"R",0,"R",7,"Z",0,"R",7,"R",4
237473,"R",133,"R",1,"R",132,"R",97,"R",97,"R",0,"R",0,"R",35,"R",54,"R",1,"R",53,"R",31,"R",0,"R",0,"R",0,"R",0,"R",79,"R",0,"R",79,"R",66
237491,"R",40,"R",0,"R",40,"R",38,"R",38,"R",0,"R",0,"R",2,"R",21,"Z",0,"R",21,"R",21,"R",0,"Z",0,"R",0,"R",0,"R",19,"Z",0,"R",19,"R",17
237561,"R",25,"R",0,"R",25,"R",21,"R",21,"R",0,"R",0,"R",4,"R",15,"Z",0,"R",15,"R",15,"R",0,"Z",0,"R",0,"R",0,"R",10,"Z",0,"R",10,"R",6
237729,"R",37,"R",0,"R",37,"R",23,"R",23,"R",0,"R",0,"R",14,"R",29,"Z",0,"R",29,"R",16,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",7
238096,"R",9,"R",0,"R",9,"R",6,"R",6,"R",0,"R",0,"R",3,"R",9,"Z",0,"R",9,"R",6,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
239877,"R",27,"R",0,"R",27,"R",20,"R",23,"R",0,"R",0,"R",4,"R",24,"Z",0,"R",24,"R",20,"R",3,"Z",0,"R",3,"R",3,"R",0,"Z",0,"R",0,"R",0
240709,"R",48,"R",0,"R",48,"R",33,"R",38,"R",0,"R",2,"R",8,"R",40,"Z",0,"R",40,"R",35,"R",2,"Z",0,"R",2,"R",1,"R",6,"Z",0,"R",6,"R",2
240879,"R",618,"R",0,"R",618,"R",225,"R",368,"R",0,"R",250,"R",0,"R",494,"Z",0,"R",494,"R",368,"R",0,"Z",0,"R",0,"R",0,"R",124,"Z",0,"R",124,"R",0
241146,"N",621,"N",0,"N",621,"N",555,"N",555,"N",33,"N",0,"N",33,"N",33,"N",0,"N",33,"N",0,"N",0,"N",0,"N",0,"N",0,"N",588,"N",0,"N",588,"N",555
241906,"R",264,"R",0,"R",264,"R",180,"R",180,"R",0,"R",0,"R",84,"R",264,"Z",0,"R",264,"R",180,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
242413,"R",99,"R",0,"R",99,"R",90,"R",90,"R",0,"R",0,"R",9,"R",99,"Z",0,"R",99,"R",90,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
242750,"R",43,"R",2,"R",41,"R",23,"R",23,"R",0,"R",0,"R",18,"R",43,"R",2,"R",41,"R",23,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0
242945,"R",298,"R",0,"R",298,"R",100,"R",190,"R",0,"R",0,"R",108,"R",280,"Z",0,"R",280,"R",190,"R",0,"Z",0,"R",0,"R",0,"R",18,"Z",0,"R",18,"R",0
242954,"R",103,"R",0,"R",103,"R",20,"R",57,"R",0,"R",0,"R",46,"R",95,"Z",0,"R",95,"R",57,"R",0,"Z",0,"R",0,"R",0,"R",8,"Z",0,"R",8,"R",0
243799,"R",2,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",2,"R",1,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",0,"Z",0,"R",0,"Z",0
244613,"R",232,"R",0,"R",232,"R",179,"R",179,"R",0,"R",0,"R",53,"R",41,"Z",0,"R",41,"R",41,"R",24,"Z",0,"R",24,"R",24,"R",167,"Z",0,"R",167,"R",114
245281,"R",7,"R",0,"R",7,"R",1,"R",3,"R",0,"R",0,"R",4,"R",7,"Z",0,"R",7,"R",3,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
245980,"R",30,"R",0,"R",30,"R",17,"R",17,"R",1,"R",0,"R",12,"R",27,"Z",0,"R",27,"R",14,"R",1,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",2
245999,"R",192,"R",0,"R",192,"R",55,"R",183,"R",0,"R",3,"R",6,"R",69,"Z",0,"R",69,"R",68,"R",0,"Z",0,"R",0,"R",0,"R",123,"Z",0,"R",123,"R",115
246017,"R",315,"R",0,"R",315,"R",75,"R",190,"R",14,"R",21,"R",90,"R",35,"Z",0,"R",35,"R",21,"R",0,"Z",0,"R",0,"R",0,"R",280,"Z",0,"R",280,"R",169
246035,"R",151,"R",0,"R",151,"R",67,"R",98,"R",2,"R",16,"R",35,"R",106,"Z",0,"R",106,"R",72,"R",31,"Z",0,"R",31,"R",15,"R",14,"Z",0,"R",14,"R",11
246071,"R",28,"R",0,"R",28,"R",17,"R",19,"R",0,"R",1,"R",8,"R",27,"Z",0,"R",27,"R",18,"R",0,"Z",0,"R",0,"R",0,"R",1,"Z",0,"R",1,"R",1
246406,"R",29,"R",0,"R",29,"R",2,"R",23,"R",3,"R",1,"R",2,"R",28,"Z",0,"R",28,"R",23,"R",1,"Z",0,"R",1,"R",0,"R",0,"Z",0,"R",0,"R",0
246415,"R",3,"R",0,"R",3,"R",1,"R",1,"R",1,"R",1,"R",0,"R",3,"Z",0,"R",3,"R",1,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
246460,"R",117,"R",12,"R",105,"R",75,"R",83,"R",6,"R",12,"R",4,"R",90,"R",10,"R",80,"R",77,"R",0,"R",0,"R",0,"R",0,"R",27,"R",2,"R",25,"R",6
246895,"R",172,"R",0,"R",172,"R",17,"R",108,"R",0,"R",64,"R",0,"R",94,"Z",0,"R",94,"R",56,"R",9,"Z",0,"R",9,"R",8,"R",69,"Z",0,"R",69,"R",44
247010,"R",18,"R",0,"R",18,"R",3,"R",5,"R",0,"R",3,"R",10,"R",14,"Z",0,"R",14,"R",3,"R",1,"Z",0,"R",1,"R",0,"R",3,"Z",0,"R",3,"R",2
247153,"R",65,"R",0,"R",65,"R",19,"R",22,"R",0,"R",1,"R",42,"R",46,"Z",0,"R",46,"R",13,"R",11,"Z",0,"R",11,"R",6,"R",8,"Z",0,"R",8,"R",3
247409,"R",99,"R",0,"R",99,"R",61,"R",68,"R",0,"R",0,"R",31,"R",62,"Z",0,"R",62,"R",45,"R",7,"Z",0,"R",7,"R",6,"R",30,"Z",0,"R",30,"R",17
248305,"R",39,"R",0,"R",39,"R",0,"R",10,"R",0,"R",0,"R",29,"R",29,"Z",0,"R",29,"R",6,"R",5,"Z",0,"R",5,"R",2,"R",5,"Z",0,"R",5,"R",2
248527,"R",14,"R",0,"R",14,"R",2,"R",9,"R",2,"R",0,"R",3,"R",14,"Z",0,"R",14,"R",9,"R",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0
248624,"R",25,"R",0,"R",25,"R",18,"R",19,"R",0,"R",0,"R",6,"R",23,"Z",0,"R",23,"R",18,"R",2,"Z",0,"R",2,"R",1,"R",0,"Z",0,"R",0,"R",0
248633,"R",21,"R",0,"R",21,"R",8,"R",8,"R",0,"R",0,"R",13,"R",8,"Z",0,"R",8,"R",4,"R",4,"Z",0,"R",4,"R",2,"R",9,"Z",0,"R",9,"R",2
248660,"R",19,"R",0,"R",19,"R",0,"R",6,"R",0,"R",0,"R",13,"R",14,"Z",0,"R",14,"R",4,"R",4,"Z",0,"R",4,"R",2,"R",1,"Z",0,"R",1,"R",0
248703,"R",106,"R",0,"R",106,"R",0,"R",78,"R",0,"R",0,"R",28,"R",71,"Z",0,"R",71,"R",51,"R",20,"Z",0,"R",20,"R",17,"R",15,"Z",0,"R",15,"R",10
249140,"R",338,"R",0,"R",338,"R",23,"R",184,"R",8,"R",0,"R",146,"R",275,"Z",0,"R",275,"R",155,"R",7,"Z",0,"R",7,"R",1,"R",56,"Z",0,"R",56,"R",28
249238,"R",53,"R",0,"R",53,"R",3,"R",32,"R",1,"R",0,"R",20,"R",35,"Z",0,"R",35,"R",22,"R",10,"Z",0,"R",10,"R",7,"R",8,"Z",0,"R",8,"R",3
249566,"R",374,"R",0,"R",374,"R",284,"R",284,"R",0,"R",0,"R",90,"R",243,"Z",0,"R",243,"R",243,"R",40,"Z",0,"R",40,"R",40,"R",91,"Z",0,"R",91,"R",1
250744,"R",122,"R",0,"R",122,"R",63,"R",66,"R",0,"R",0,"R",56,"R",114,"Z",0,"R",114,"R",65,"R",3,"Z",0,"R",3,"R",1,"R",5,"Z",0,"R",5,"R",0
